description,rate
zaraz płacz wyleszczonych trzymamy duża gorka,2
dajcie wyleszczyc groszolapy papieru,1
zaraz mocno gore damy kapitału kolka,2
piękny tydzień,0
tygodniu przebijamy gr,0
zaczęło ujadanie pisanie bzdur,1
nikt obecnej chili odda papieru,2
przestańcie podszywać spod szeryfa,0
myśle ze info sesji,0
piękna sesja pokazane trzyma,2
synerga all samo chodzi sprzedaż pakietu all,0
idzie all sytuacja info,0
spokojnie trzymamy mocno nikt chce zostać papieru info,2
widać ze wyciągają papier kurs ruszyć każdej chwili,2
info blisko skoro,0
trzymać cierpliwie wydzieranie akcji,2
dajcie zwieść spadkowym odbicie up,2
trzymamy mocno odbicie up,2
żegnam wyleszczonych szkoda ze zarobicie,1
koniec promocji reszta pięknie trzyma,2
dajcie wyleszczyc infem,1
trole płaczą trzymamy cierpliwie,2
papier trend up,2
zaraz zacznie płacz groszolapow,1
genomtec,0
widać ze robią wora wora,1
brak argumentów spadki podszywanie wzieli,0
dajcie groszolapom kapitału,1
próbują zaniżać kurs trzymamy mocno,2
podszywanie zaplaczecie mocno,0
spokojnie trzymamy idzie up,2
płacz groszolapow cierpliwie trzymamy,2
podszywają szeryfa,0
rana mocne wybicie wiec trzymać cierpliwie,2
spadkowi zaczynaja natarcie bądźcie czujni mocne up,2
pięknie panie panowie dzień udany,0
jutro piękny dzień kolejne mocne up wiec,2
piękny płacz wyleszczonych,1
piękna sesja pozdrawiam zadowolonych posiadaczy,2
taniej jedziemy kurs gore,2
trzymać cierpliwie info drodze zobaczycie,2
piękny lament wyleszczonych rana heheh,1
ważne trzymamy mocno kwity zaraz gorka,2
ważne trzymamy mocno kwity zaraz gorka,2
cierpliwie mocno trzymamy trole brali drozej,2
płacz rano zrzucili znowu psikus,1
spokojnie trzymamy dajcie wyleszczyc,2
płacz troli spadkowych bezcenny trend up,2
spokojnie trzymamy,2
trzymać cierpliwie,2
rok przełomowy papieru,0
zaczynamy rajd gr,0
czytac myśleć czego firmę marketingu,0
jutro mocne wybicie wiec trzymamy kwity mnożymy kasę,2
jutro odcinamy groszolapow kapitału,1
małej korekcie płacz groszolapow wyleszczonych,1
trzymać cierpliwie stronę up,2
spokojnie blisko,0
cierpliwie trzymajcie będziecie zadowoleni,2
trend mówi,2
wczoraj blokują kurs gory,2
płakać groszolapy zaraz odpalamy up,1
january września wpompowuje mil pompa,2
musicie trochę obrót mały oznacza świadomi trzymają mocno,2
płacz groszolapy chcieli tanie znowu lipa,1
zbierają każdej chwili info,0
trzymać cierpliwie zbierają dajcie wyleszczyc,2
płacz zabawa zaraz,1
cierpliwi trzymamy zaraz up,2
szykować up trzymać cierpliwie odcinamy groszolapow,2
zaczyna płacz masz papieru kup zakop,1
gra potężne pieniądze terapia działa fakt,2
trzymać cierpliwie zobaczycie rajd bedzie,2
trzymać cierpliwie papier idzie up groszolapy jęczą,2
trzymamy spokojnie widać ze papier chce gory,2
kombinują kursie wiedza wyrwać kwity,1
nagon spadki coraz ujada znaczy ze idzie wybicie,2
trzymać cierpliwie dajcie wyleszczyc,2
lecimy panowie panie gory,2
cierpliwie trzymamy zaczynaja mocno płakać,2
oddawajcie kapitału piątek,2
odkupicie drozej koniec kołek,1
płacz oddali maja lipę,1
groszolapy oddali odcinamy,1
trzymamy zaraz zleca kupno reszta pięknie trzyma,2
dajcie wyleszczyc papier ewidentnie gory,2
spokojnie trzymamy zaraz gorka,2
straszenie pkc wysoko,2
jedziemy mocne up zatrzyma,2
cisza chcą dokupić,2
mocne wybicie szykować sztuczki spadkowych,2
jutro pięknie trzymamy zwłaszcza rano groszolapy odcięte,2
panie panowie piękny tydzień zapowiada posiadaczy,0
lecimy złotóweczkę trzymać mocno,2
panowie panie płacz zaczyna jutro mocne up,2
trzymac cierpliwie poniedziałek jedziemy,2
cisza nalotem troli groszolapow stojących peronie,1
mówimy leku raka schorzenia autoimmunologicznych,0
groszolapom argumenty skończyły,1
płacz zabawa trole ujadaj mega gorka,2
najważniejsze posiadacze poniedziałek czytac,0
trend wzrostowy mocny,2
czesiek jazda technik straszą papieru zostali,1
geoszolapy ujadają,1
zegar tyka technik lipę,1
miłego weekendu,0
poniedziałek bedzie mocne up,2
spółka idzie zlotowki,0
trzymamy cierpliwie cieszymy oko,2
trzymamy cierpliwie zaraz gorka,2
wyleszczeni płaczą mowilem,1
spokojnie trzymamy bedzie petarda gore,2
spokojnie trzymamy papier zaraz zdziwią pakiecik zniknie,2
terapia leczy choroby autoimmunologiczne,0
mowilem trzymać zielono,2
technik wyleszczony heheheh,1
cierpliwie trzymajmy zaraz zacznie ssanie papier,2
myśleć troch raport petarda terapia testach klinicznych,2
cierpliwie czekać trzymać mocno niech trole płaczą,2
spokojnie trzymamy szło up,2
spokojnie trzymamy niech wyleszczeni płaczą,2
trole płaczą miód uszy,1
zaraz zacznie skup trzymamy,2
noe podszywać szeryfa trole,0
ucieczka papiera armagedon sorry,1
płaczą koszyki znowu pusta hehehe,1
panowie panie cierpliwość popłaca,2
informacje wsiadających,0
technik dzień zostaniesz odcięty,1
spokojnie trzymamy trend stronę up,2
trzymać cierpliwie up,2
trzymać cierpliwie słuchać groszolapow lecimy gory,2
ludzie gra lek raka,0
zaraz zacznie płacz groszolapow terzymac cierpliwie,1
dajmy groszolapom grać trzymać niech płaczą,2
technik płacze heheheh tezymac cierpliwie,2
ewidentnie tran wzrostowy nikt zakwestionuje,2
zaczyna płacz stających peronie,1
trzymać cierpliwie papier chce up,2
podszywanie szeryfa da leszcze czytac,0
raport petarda terapia,2
widzicie ze puszczają większe pakiety wystraszyć,1
trend ewidentne wzrostowy groszolapy próbują psuć kurs,1
znowu podszywanie szeryfa,0
jutro miesiąca trzymamy mocno kolejne tydzień,2
gra lek raka cukrzyce łuszczycę,0
dajcie wyleszczyc specjalnie chcą papie wyłudzić,1
trzymać cierpliwie rajd zlotowki,2
myślicie ze styczniu lutym pakiety milion szły,0
koledzy koszyki puste hehehe,1
trzymajcie cierpliwie przywita info,2
myśleć gra lek raka jednej dawcę,0
pięknie papier chce gory,2
trzymać cierpliwie,2
trzymajcie dalej zaraz wystrzał,2
chyba wystrzału,1
płacz trzymać mocno,2
zobacycie ze scalenia,0
lament stojących peronie kwitów,1
trzymać niech koszyki wsadza,2
jednej akcji zrzucają żenada,1
zobaczcie koszyki nastawili arkuszu,1
technik znowu wyleszczyc razem bykusiem,1
terapia robiona zabieg,0
niebawem info zobacycie,0
terapia bedzie leczyć cukrzyce łuszczycę,0
zielono,2
trzymać spokojnie dajcie wyleszczyc,2
gr nastepne espi miesiąc,0
biomass włochy info,0
nowy odział włoszech,2
związek izerą heronem,0
info,0
idzie dobre info,0
informacje poufne serio,0
nigara wariuje oddal akcje dolku ahhahahahahah,1
pewnie wróci bazy,0
rajd św mikołaja,0
wtf,1
rośnie podbitka innego,0
spółka covidowa,1
blokada zdjęta,0
wzrostu,2
nigurara wczoraj sprzedala,2
sprzedawać gruubo,2
nadrobienia mln,1
zaczynamy,0
wczoraj sypie,0
szybko krótko,0
uwaga lepiej oddać ze stratą powiększać wejść niżej,0
biedaki oddaliscie juz,1
podwójne dno,1
niga wpadlo szal hahahhahaa d,1
ummmmmm zawisl haku,0
naganiacze zl zl zl,1
jutro poniżej złotówki,0
ciekawe,0
zł x zł szok,2
black pearl rośnie info biomass,2
baton k,0
niagara dzięki,0
smutne pany,1
pistolet głowie macie,1
wytrzymacie,1
tygodniu info,0
zaczynają zrzuty mocno spadamy,1
wyjątkowy gniot,1
ubranka,0
pampersow zmieniliscie,1
zobaczymy kurs poniżej pln,0
ponownie ruszamy północ zimną północ,1
wywalanie makulatury wyscigi,1
feniks popiołu,2
biomass nc,0
groszówki pewne,0
ing oddało akcje zebrane up up,2
temat,0
wytrwali porzucili nadzieję,1
widzimy sie,0
typujecie spółki przyszły rok oprócz bep,0
uff dzis sobota,0
fala druga tez wierzyli,1
spada,0
biomass fotowoltaika spadła juz wzrost,2
zmiana trendu zarząd olewa akcjonariuszy,0
szczęśliwy posiadacz k papieru,0
koniec spółki,1
PRAWDA,0
akumulacja przyśpieszyła,2
nc społki gamingowe,0
przestrzeni ostatnich mcy ostra akumulacja przedziale zł,2
blo farm,0
silent hill potwierdzony,1
dotarła waga infa,0
owca wzięła yoshi,0
obrót blo f dokladnie same,0
forposta mbfgroup rawlplug,0
gadu gadu literach oli tymczasem marianny,0
niby branża,0
mega wzrost cisza,0
pln kocham tą spółkę,0
duże wyrobnicze projekty,2
at kiepsko wygląda,1
pytanie nr,0
orgr,0
czat prezesem,2
poltronic koncu odjechal,0
najdłuższy przednówek,0
niezorientowanych,0
eurogamer,0
pinokio zrobi nowe opcje strategiczne poniżej zł,0
bloober ciągu kapitalizacja powyżej miliarda,2
stockwatch podsumowanie czatu,0
bloo kasie mln złotych,2
obrót osoba targu dzienny robi bloober,0
czat inwestorski babieno,2
bowser morawiecki,0
najważniejsze wiadomości dzisiejszego czata,2
król nagi,1
czat ciekawy strony politycznej,2
dzisiejszy czat,2
przychody huuuge wzrosły kw ok proc rdr mln usd,2
sugi podrzucił talibom smako puzla,0
kolejna poszlaka,0
wiadomość usunięta moderatora,1
panie pawle prosze ostatni raz,0
doradca opus ip przygody farm,0
paul abandon u,1
zapowiada,0
czat prezesem,2
drodzy przepraszam,0
kopanie ogródka post równouprawnieniu wykasowali,0
piękne info pap polecam lekturę link,0
pytania szanownego prezesa,0
pogdybajmy sensem,0
uniwersalny taliban,0
pcf partnerem strategicznym bloober team,2
zna spółkę hejtuje kuweta,0
bloober stopę strzela,1
split,0
panie pawle dziękujemy,0
bloober team dobrym nastroju,2
tko zł sugi bada teren,0
hemp drugi bml,1
darq nintendo,1
uwaga osob gra hit the medium opcje strategiczne mroczny szacun,2
taniej chyba wracamy,2
kurs,0
silent hill bloobera,1
sprzedałem,0
spada obroty niewielkie martwić,1
błędu boombitu popełnie raz,0
porównamie,0
wykluczyliscie wezwanie,0
tyle pieniędzy przestali szukać inwestora,0
zł odpowiednik jakiej ceny splitem,1
romeczku,0
medium,0
wrażenie split,0
hipoteza q lekturze dzisiejszego espi,0
archegos capital kupa dopiero wypłynie powierzchnię,1
ciekawe kosztów doradztwa strategicznego pójdzie wynik iq,0
pulsbiznesu osiem spółek newconnect wartych uwagi,2
kierunek zł zł,0
przegląd opcji strategicznych blo,2
bt polskim game developerem metacritics,2
jutra ogień info,2
obecna wycena byłaby równa jakiej cenie splitem,0
taliban dostał liścia śni dalej,1
wogole byl split,0
wytrzymacie miesiące,0
złego,0
opcje pokazują bloobcio kasę,2
nikt chce,0
mroczny pinokio,0
jutra ratowanie pozycji rb,1
nikt chce,0
romuś tyrasz nadal,0
zmiana warty bankierze mogę pisać,0
nikt chce,0
rośnie,1
konsternacja mariańska,0
taliban dostał liścia,1
konflikt rb bloober,1
opcje info,0
wezwania raczej,0
pinokio obiecuję końca wybór opcji hehe,0
optymalizacja struktury,0
wynik przeglądu opcji,2
ciekawe takiego ir sie bloobciu kiedys doczekamy,0
wątków,0
weekendowa aktywnosc forum papierkiem lakmusowym,0
wiadomość usunięta moderatora,1
radziu nedzna podszywka tryka boga,0
całkiem ciekawy ćwierk,0
prezesie,0
split psu bude mogli zrobic ddi,1
dekadencja snuje forum,0
info weekend,0
zastygli zając snopie światła,0
si swieci,0
najbardziej katolickie polskie miasto przystało,0
wysoki kurs walut wpłynie wynik,2
medium pycha kroczy upadkiem,1
przewidujecie jutro wzrost,0
dzięki romek linka,0
medium pozycji sklepie steam,1
schody,0
nowe info,0
ogromny potencjał sprzedaży the medium,2
widzę ładny kurs,2
kurcze wywrotek admin kurs x przewidzial,2
slaba firma bedzie,1
dobre wiesci ddi,2
ktos wie opcje znowu przesunięte,0
niedługo,2
sygnał kupna,2
los bywa przewrotny,0
jądro ciemności,0
wiec dni info opcjach,0
rzeczy kotłownia mrocznego dawno aktywna,0
ugór wokół bubelbyn,0
czysta abstrakcja,0
karnet zagęścił grosza cena zrównoważona,0
kolejka inwestorów narni bubelbyn,0
lojeju jaka nuda,0
konami raczej pracują,1
koch bloober współpracują,2
znowu przesuną opcje,0
ciekawe plotki m zakupach azji opóźnią opcje bloobcia,0
sprzedaz the medium steam przekroczyla tys sztuk,2
h p lovecraft tweet,2
ddi czarnym kuniem future game show,2
okólnik ze spółdzielni talibanu,0
warto mieć portfelu oprócz bloobera,0
jezdem milionerem,0
mrocznebagno uaktywniło,0
jednodniowy efekt splitu,0
the medium blair witch,0
samo mięso,0
biedny rockbridge,0
emocjonujący wyścig,0
kierunek,0
koleś miał brać zł,0
blooberze latach,2
wróci zł,0
ktos wyjaśni normalnym,0
kumulacja dobrych wiadomości,2
ktos wyjasni,0
split opcjach,0
dziwnie wygląda pożyjemy zobaczymy dalej,0
śmieszna psychilogia splitu grunt ze sugi zadowolony,0
podzielono,0
jutro,1
recenzje medium steam ostatnich dni uwaga,2
chyba ludzie mysla ze zabawy tko zl,0
paf paf paf pik pik pik zabici,1
pudlo,0
umarli,1
zenująca spółka,1
piekielnie moooooocnyyyyyy papier takim rynku,2
aperitif,1
observer,0
tymczasem,0
bedzie zl sztuke polowa wyceny plw,0
sprawy zmierzają dobrym,2
bloober żadnym celowniku mar mówi wyraźnie,0
split kdpw bossssssko,0
bloober celowniku akwizycji huuge,0
kolejny dobry znajomy pozytywnie game pas,2
bloober pracować kontynuacją eternal darkness,2
akira yamoaka miał robić kolejnej gry bloober,2
sprzedaż akcji własnych,0
wytrzymałem,0
outsider game pas day,0
socjotechnicznie,0
m kupuje konami,2
wg ciekawie dzieje ddi,0
kurs odbija kierunek zł,2
idzie odbicie globalnym rynku gamedev,0
identyfikacja,0
info wtorek h,0
jesteś kłamcą romeczku,1
teoria fundamentalnej nicości stan prawny ii c b d,0
idzie wiosna,2
nikt absolutnie nikt podjął dyskusji temacie mar,0
cappo di tutti capi obscuri,1
przyszłym tygodniu farm ogłosi termin premiery chernobylite,2
patrzcie,0
split akcji,0
sugi podpowiada ze nalezy sie ekscytowac,0
trzymają kurs mord ę prawdziwy meisterstuck,0
dokupiłem szt,0
dzień pojawily sie merytoryczne komentarze,1
usa mocna zieleń wiec jutro blo górę,2
czat,2
baltor oszukał,1
kluczowy moment at,0
dobry czas wejscie,2
stephan king bloober team,2
oświadczenie mygames p wist najlepiej dac komunikatem espi,2
tymczasem mamy wezwanie,1
sugi mało aktywny tw zarobiony,0
zaczną wzrosty,0
pomódlmy intencji pozytywnego zamknięcia opcji,0
grubo,2
forum nudy mauzoleum lenina,0
pieknie,2
błagam przedłużajcie przeglądu kolejny miesiąc,0
czytajcie dziatki,0
pięknie wystawia szt k,0
konic konsoli czas ath,2
tencent,0
moze chociaż dzien kobiet kochany prezes wrzuci jakieś espi,0
kijowy wiggames,1
kierowanie admin,0
końcu,0
recenzja premierą psvr,2
zł,0
technicy at mówi obecnej sytuacji,0
jutro ważna sesja,0
mielcarek,0
opinii tygodniach premiery,2
juz przesiedli sie mabiona cisza niespotykana,1
gamingach,0
uwaga merytoryczny post,2
szacowanie sprzedaży,2
piekielnie mocny papier takich spadkach sektorze,2
wiadomość usunięta moderatora,1
pozytywnych recenzji steam the medium,2
bloober,0
zawodowcy wyciągajcie kurs close,0
bloober forkiem niemial,2
chce kupić akcji,0
znowu szarpniecie poszlo rowno blo f,2
zaraz obroty ddi beda większe bloobciu,2
pewne,0
wstrzymali skup akcji,0
talib zapiął płaszcz zaklął ech czorta,1
sancho panse zabolało,1
ładny obrazek taliby,0
radziu bedziemy juz wreszcie bogaci,0
mroczny sancho pansa,0
widać ulica sypała wyścigi,1
kawa ławę,0
niezręcznie jakos ulicy wyciągnąć blo f plusa,0
przyszłość kursu,0
zaraz minie miesiąc premiery medium,0
głowicie chodzi,0
spadki,1
hossie wig game sugi sfrapowany,1
rb spuszcza linach sesji otworzyc,1
wytrzymał dyskusji domenie wątek zniknął,0
sypią fundyyyy,2
suuuggggiiii wlazles spadnies łeb,1
znowu obroty blo f samo dziwnie zamarly,0
przedłużenie opcji końca czerwca,0
kapitalizacja huuuge kapitalizacja tsg,2
sh,0
wyjaśnić orlen tanio,0
sugi sugieruje,0
popytu razie,1
medium samo pisze recenzje stąd nazwa,1
bloober ip silent hill,1
sugi wyluzowany gierki pocina,0
bilans rzis typowo inwestora,0
wykresie widać niebawem będziemy zadowoleni,2
obroty blo f,2
tytuły forever ent drugiej dziesiące nintendo japonii,2
ign mln substrykcji silent hill bloober link,1
ipo,0
gamepass,0
bloober silent hill przydantych linków,2
same dobre decyzję,2
sugi chcesz powtorzyc sukces,0
mały refreshment,0
ruch sieci bloober wysyp spr sh,2
nieprzewidywalny bloober jaka piękna sesja,2
razem ign wspomina sh blooberze,2
wyników mocna korekta,1
split,0
wiadomość usunięta moderatora,1
niemcy tez juz piszo blooberze sh,2
wywiad babieno,2
split ogół przynosi zawieszenie obrotu,0
admin kłamliwy oskarażasz rockbridge tzw sypanie przepros,1
acomitam odkupiłes f,0
wielki post dni ascezy,0
mały ruch myślę zł obroty cdp,2
raporcie gratuluję spadków czas farm hit,1
jutro,2
nowy trailer końcu wybicie link,2
bloober team kończy rok rekordowymi wynikami historii firmy,2
widzę bazarku ruch,2
rozliczyli gamepass q,2
wplywy the medium widoczne q comparic strefa inwestorow,2
wg przecieków konami pracuje dwoma sh,2
niektórym podoba bt robi sh,0
the medium zostało pokochane artykuł ppe pl,2
narazie następnych wyników mocna korekta,1
leszcze kupować,1
bloober zatrudnia osób,1
cdr,0
raport lepszy spodziewanego,2
amorki wnipami,0
polityka,0
gamepass rozliczony q,2
gra robiona mln zysku,2
gra wymęczenie,1
at mówi obecnej sytuacji,0
prezes zdradził kryje nazwą black wysilić,0
synergia fund codziennie gore,2
blo mil wyceny mil zysku ulg wycena mil zysk mil zł,2
falcon farm mlsystem braster,0
strefainwestorów raporcie link,2
pajaców sypią czytają,1
przyznać wyniki ogł raportu świetne,2
czekamy,0
grubas,2
wyniki najwyższe historii nawyższy kurs,2
zysk q super dopiero q kosmos,2
gram observer system redux muszę powiedziec,0
zysk netto milionów porównaniu milionów,2
bloober v crj,0
obecnym zysku netto mln podręcznikowa wycena ok mln,2
dobre poczciwe wnipy półki magazynowe,2
creepy mln kapitalizacja mln mln medium,2
mln przychodu mln zysku netto,2
niskie iq sprzedało akcje pewnymi dobrymi wynikami,2
jakiej dywidencie mówicie wiadomo,0
medium grosz,2
ostatnie zdania p babieno comparic czytać,0
petarda,2
koniec sesji,0
wielkim skrócie,0
zarobili medium,0
analiza raportu iv kwartał,2
raport miodzio baniek zysku,2
bloober team sa raport kwartalny bloober team s iv kwartał,2
sesji zwykle godzinie duchów,0
bloober korbank mercedes,0
kiprują,0
sony kupić square enix,2
kupuje akcji,0
majonezowy pędnik kursu babieni,0
papier odleszczony,0
czas czołówce the medium zł link,2
sie spodziewać premiery black,0
mamy boskiego współwłaściciela cza pogratulować sugiemu,0
zaciszu dalej powstaje,0
wstrzymanie skupu oznaczałoby potencjalne wezwanie,0
kupi poniżej sądzicie,0
today re celebrate,2
gadu gadu d ie marianny steam komentarzy,2
wtorek otworzy wyniki rekordowe,2
